i,j,Transport,Transport_july,Transport_May
Florida,Tennessee,0.673753,0.842729,0.268221
Oklahoma,Tennessee,0.210313,0.13627,0.0484226
Oregon,Tennessee,0.153203,0.137109,0.0625381
Pennsylvania,Tennessee,0.221913,0.269029,0.365608
Arizona,Tennessee,0.61486,0.942798,0.219729
Rhode Island,Tennessee,0.0444578,0.0570977,0.0968801
Maine,Tennessee,0.0069615,0.0088017,0.0135081
Washington,Tennessee,0.333421,0.377828,0.304652
Utah,Tennessee,0.4308,0.344101,0.170926
Alaska,Idaho,0.0904989,0.0362339,0
Georgia,Idaho,1.0650001,1.04715,0.568507
Tennessee,Idaho,0.809406,0.711961,0.323539
Massachusetts,Idaho,0.38499,0.625171,1.07469
Vermont,Idaho,0,0,0.0061374
Montana,Idaho,0.0171798,0.0035305,0.0001307
Ohio,Idaho,0.675071,0.641427,0.518202
North Carolina,Idaho,0.806756,0.787066,0.379876
West Virginia,Idaho,0.077618,0.0426975,0.0259844
Kentucky,Idaho,0.380522,0.243296,0.160919
Colorado,Idaho,0.135631,0.136707,0.160583
Texas,Idaho,2.5522499,2.5522499,2.5522499
Iowa,Idaho,1.83091,1.67196,1.48463
Michigan,Idaho,0.660083,0.701952,0.923448
North Dakota,Idaho,0.157684,0.0480375,0.0411763
South Dakota,Idaho,1.95491,1.95491,1.95491
Hawaii,Idaho,0.059258,0.0066174,0.0034991
Virginia,Idaho,0.551585,0.595273,0.614281
Kansas,Idaho,0.340703,0.250528,0.181621
Indiana,Idaho,0.54872,0.466104,0.277899
Wyoming,Idaho,0.0042167,0.0012404,0.0008481
Mississippi,Idaho,0.5107,0.548997,0.296897
New York,Idaho,1.33759,2.33762,4.3415098
Nevada,Idaho,0.0811519,0.084748,0.0305905
California,Idaho,1.05592,1.20135,1.36676
Florida,Idaho,2.38556,2.98385,0.94969
New Hampshire,Idaho,0.0273271,0.0357728,0.0598388
Minnesota,Idaho,0.623995,0.527833,0.506447
Louisiana,Idaho,0.662062,0.883861,0.628341
Oklahoma,Idaho,0.391546,0.253698,0.0901498
Nebraska,Idaho,1.0281,1.01636,1.1165
Illinois,Idaho,1.31785,1.29809,1.7983
Oregon,Idaho,0.0267954,0.0239806,0.010938
Pennsylvania,Idaho,0.695918,0.843672,1.14654
Arizona,Idaho,0.316603,0.485464,0.113143
Rhode Island,Idaho,0.111036,0.142605,0.241965
Washington,Idaho,0.0673799,0.0763539,0.061566
Utah,Idaho,0.0896723,0.0716256,0.0355788
Missouri,Idaho,0.490547,0.292371,0.15611
Alaska,Massachusetts,0.173867,0.0696127,0
Georgia,Massachusetts,0.550306,0.541083,0.293759
Tennessee,Massachusetts,0.464824,0.408863,0.185801
West Virginia,Massachusetts,0.0263832,0.0145133,0.0088324
District of Columbia,Massachusetts,0.0055947,0.008516,0.013709
New Jersey,Massachusetts,0.0517268,0.0857439,0.157633
North Dakota,Massachusetts,0.211448,0.0644162,0.0552156
South Dakota,Massachusetts,2.60743,2.60743,2.60743
Hawaii,Massachusetts,0.106356,0.011877,0.0062802
Virginia,Massachusetts,0.112746,0.121675,0.125561
Kansas,Massachusetts,0.457127,0.336137,0.243684
Indiana,Massachusetts,0.286846,0.243657,0.145273
Wyoming,Massachusetts,0.0306258,0.009009,0.00616
Mississippi,Massachusetts,0.396681,0.426427,0.230611
New York,Massachusetts,0.115568,0.201969,0.375105
Nevada,Massachusetts,0.366338,0.382572,0.138092
California,Massachusetts,4.03058,4.58571,5.2171202
Florida,Massachusetts,1.22693,1.53465,0.488443
New Hampshire,Massachusetts,0.0005528,0.0007237,0.0012105
Wisconsin,Massachusetts,0.548586,0.309748,0.209266
Minnesota,Massachusetts,0.613606,0.519045,0.498015
Louisiana,Massachusetts,0.531275,0.709258,0.504215
Oklahoma,Massachusetts,0.515404,0.33395,0.118667
Oregon,Massachusetts,0.198209,0.177387,0.0809098
Pennsylvania,Massachusetts,0.0925088,0.11215,0.152411
Arizona,Massachusetts,0.97759,1.4989901,0.349357
Rhode Island,Massachusetts,0.0024041,0.0030876,0.0052388
Maine,Massachusetts,0.0006614,0.0008362,0.0012834
Washington,Massachusetts,0.423566,0.479978,0.387018
Utah,Massachusetts,0.647745,0.517385,0.257002
Missouri,Massachusetts,0.370982,0.221109,0.11806
Georgia,Vermont,0.560619,0.551223,0.299264
Tennessee,Vermont,0.453245,0.398679,0.181173
Massachusetts,Vermont,0.0309143,0.0502006,0.0862964
Montana,Vermont,0.108554,0.0223082,0.000826
South Carolina,Vermont,0.256181,0.27903,0.0750157
Ohio,Vermont,0.188775,0.179367,0.144909
North Carolina,Vermont,0.316351,0.30863,0.14896
West Virginia,Vermont,0.025866,0.0142288,0.0086592
Kentucky,Vermont,0.161326,0.103147,0.0682231
District of Columbia,Vermont,0.0061613,0.0093785,0.0150974
Texas,Vermont,3.02737,3.02737,3.02737
Iowa,Vermont,1.67345,1.52817,1.35694
Michigan,Vermont,0.213422,0.226959,0.298575
New Jersey,Vermont,0.0691567,0.114636,0.210749
North Dakota,Vermont,0.187337,0.057071,0.0489196
South Dakota,Vermont,2.3527999,2.3527999,2.3527999
Hawaii,Vermont,0.103615,0.0115708,0.0061183
Virginia,Vermont,0.12133,0.130939,0.135121
Kansas,Vermont,0.43051,0.316565,0.229495
Indiana,Vermont,0.263726,0.224019,0.133564
Wyoming,Vermont,0.0285388,0.0083951,0.0057402
Mississippi,Vermont,0.393205,0.42269,0.22859
New York,Vermont,0.1661,0.290281,0.539122
Nevada,Vermont,0.349481,0.364967,0.131738
California,Vermont,3.8661301,4.3986001,5.00425
Florida,Vermont,1.30909,1.63741,0.521149
New Hampshire,Vermont,0.0016777,0.0021963,0.0036738
Wisconsin,Vermont,0.475995,0.268761,0.181575
Minnesota,Vermont,0.539609,0.456452,0.437958
Louisiana,Vermont,0.532604,0.711033,0.505476
Oklahoma,Vermont,0.492272,0.318962,0.113341
Nebraska,Vermont,1.1495399,1.1364,1.2483701
Illinois,Vermont,0.700085,0.689588,0.955316
Pennsylvania,Vermont,0.111483,0.135153,0.183672
Rhode Island,Vermont,0.0103108,0.0132423,0.0224687
Maine,Vermont,0.0010529,0.0013313,0.0020431
Washington,Vermont,0.397602,0.450557,0.363295
Utah,Vermont,0.609256,0.486642,0.241731
Missouri,Vermont,0.345762,0.206078,0.110034
Alaska,Maryland,0.170934,0.0684386,0
Georgia,Maryland,0.33553,0.329906,0.179109
Connecticut,Maryland,0.0242865,0.037369,0.0666595
Alabama,Maryland,0.268644,0.26746,0.11193
Tennessee,Maryland,0.289117,0.25431,0.115567
Massachusetts,Maryland,0.0628019,0.101982,0.175309
Vermont,Maryland,0,0,0.0011853
Montana,Maryland,0.105787,0.0217395,0.0008049
South Carolina,Maryland,0.137531,0.149798,0.0402723
Ohio,Maryland,0.121218,0.115177,0.0930501
North Carolina,Maryland,0.149796,0.14614,0.0705343
West Virginia,Maryland,0.0114711,0.0063102,0.0038402
Kentucky,Maryland,0.0981341,0.0627444,0.0415
District of Columbia,Maryland,0.0004203,0.0006397,0.0010298
Colorado,Maryland,0.31038,0.312841,0.36748
Texas,Maryland,2.43153,2.43153,2.43153
Iowa,Maryland,1.43749,1.31269,1.16561
Michigan,Maryland,0.162529,0.172839,0.227377
New Jersey,Maryland,0.0436238,0.0723122,0.13294
North Dakota,Maryland,0.18568,0.0565661,0.0484868
South Dakota,Maryland,2.16734,2.16734,2.16734
Hawaii,Maryland,0.101194,0.0113005,0.0059754
Virginia,Maryland,0.0123041,0.0132786,0.0137027
Kansas,Maryland,0.359478,0.264334,0.19163
Indiana,Maryland,0.180498,0.153322,0.0914133
Wyoming,Maryland,0.0272958,0.0080294,0.0054902
Mississippi,Maryland,0.280949,0.302017,0.16333
New York,Maryland,0.113496,0.198349,0.368381
Nevada,Maryland,0.323354,0.337683,0.121889
California,Maryland,3.58864,4.0829,4.6450801
Florida,Maryland,0.862734,1.07911,0.343454
New Hampshire,Maryland,0.0046157,0.0060422,0.0101071
Wisconsin,Maryland,0.40902,0.230944,0.156026
Minnesota,Maryland,0.510765,0.432053,0.414547
Louisiana,Maryland,0.387945,0.51791,0.368185
Oklahoma,Maryland,0.403239,0.261274,0.092842
Nebraska,Maryland,1.0025001,0.991044,1.08869
Illinois,Maryland,0.568634,0.560108,0.775941
Oregon,Maryland,0.183496,0.164221,0.0749041
Pennsylvania,Maryland,0.0297133,0.0360219,0.0489535
Arizona,Maryland,0.848247,1.30066,0.303134
Rhode Island,Maryland,0.0161142,0.0206957,0.0351153
Maine,Maryland,0.0031232,0.0039488,0.0060603
Washington,Maryland,0.394521,0.447065,0.36048
Utah,Maryland,0.572242,0.457077,0.227045
Missouri,Maryland,0.260899,0.155499,0.0830274
Alaska,Montana,0.0936643,0.0375013,0
Georgia,Montana,0.95322,0.937245,0.508838
Tennessee,Montana,0.709327,0.623931,0.283535
Massachusetts,Montana,0.339162,0.550753,0.946761
New Jersey,Montana,0.485754,0.805201,1.4802999
North Dakota,Montana,0.112159,0.0341684,0.0292881
South Dakota,Montana,1.4568599,1.4568599,1.4568599
Virginia,Montana,0.484263,0.522619,0.539307
Kansas,Montana,0.289677,0.213007,0.15442
Indiana,Montana,0.466623,0.396367,0.236321
Wyoming,Montana,0.0023328,0.0006862,0.0004692
Mississippi,Montana,0.462367,0.497038,0.268798
New York,Montana,1.17681,2.0566199,3.8196399
Nevada,Montana,0.10921,0.114049,0.041167
California,Montana,1.40842,1.6023901,1.82303
Florida,Montana,2.19788,2.7491,0.874975
Wisconsin,Montana,0.745834,0.42112,0.284509
Minnesota,Montana,0.478841,0.405049,0.388637
Louisiana,Montana,0.610555,0.815098,0.579457
Oklahoma,Montana,0.347756,0.225324,0.0800674
Oregon,Montana,0.0431807,0.0386447,0.0176266
Pennsylvania,Montana,0.611843,0.741746,1.0080301
Arizona,Montana,0.367574,0.563622,0.131358
Rhode Island,Montana,0.0979037,0.125739,0.213347
Maine,Montana,0.0138163,0.0174684,0.026809
Washington,Montana,0.0919415,0.104187,0.0840083
Utah,Montana,0.107789,0.0860959,0.0427666
Missouri,Montana,0.415112,0.247411,0.132104
Alaska,South Carolina,0.180329,0.0722003,0
Georgia,South Carolina,0.149982,0.147468,0.0800617
Tennessee,South Carolina,0.216781,0.190683,0.0866526
Massachusetts,South Carolina,0.139758,0.226947,0.390129
Montana,South Carolina,0.109725,0.0225488,0.0008349
Ohio,South Carolina,0.232701,0.221104,0.178628
North Carolina,South Carolina,0.0699804,0.0682724,0.0329515
West Virginia,South Carolina,0.0166351,0.0091509,0.005569
Kentucky,South Carolina,0.114976,0.0735126,0.0486222
District of Columbia,South Carolina,0.0062719,0.0095469,0.0153685
Texas,South Carolina,1.97311,1.97311,1.97311
Iowa,South Carolina,1.52007,1.3881,1.2325701
Michigan,South Carolina,0.268424,0.285451,0.375523
New Jersey,South Carolina,0.16307,0.27031,0.496942
North Dakota,South Carolina,0.212614,0.0647715,0.0555202
South Dakota,South Carolina,2.3418601,2.3418601,2.3418601
Hawaii,South Carolina,0.0994465,0.0111053,0.0058722
Virginia,South Carolina,0.12168,0.131317,0.13551
Kansas,South Carolina,0.330125,0.242749,0.175982
Indiana,South Carolina,0.207142,0.175954,0.104907
Wyoming,South Carolina,0.0277456,0.0081617,0.0055807
Mississippi,South Carolina,0.185102,0.198982,0.107609
New York,South Carolina,0.395901,0.691887,1.285
Nevada,South Carolina,0.308106,0.321759,0.116142
California,South Carolina,3.4012899,3.86975,4.4025798
Florida,South Carolina,0.34658,0.433502,0.137974
New Hampshire,South Carolina,0.0102776,0.013454,0.0225051
Wisconsin,South Carolina,0.524371,0.296075,0.200029
Minnesota,South Carolina,0.596239,0.504355,0.48392
Louisiana,South Carolina,0.246537,0.329129,0.23398
Oklahoma,South Carolina,0.34889,0.226059,0.0803286
Nebraska,South Carolina,1.02948,1.01772,1.118
Illinois,South Carolina,0.70253,0.691997,0.958652
Oregon,South Carolina,0.187301,0.167626,0.0764572
Pennsylvania,South Carolina,0.18291,0.221745,0.30135
Arizona,South Carolina,0.784354,1.20269,0.280301
Rhode Island,South Carolina,0.0381217,0.0489602,0.0830729
Maine,South Carolina,0.0063064,0.0079734,0.012237
Washington,South Carolina,0.407069,0.461284,0.371945
Utah,South Carolina,0.565127,0.451394,0.224222
Missouri,South Carolina,0.251164,0.149697,0.0799294
Alaska,Ohio,0.156154,0.0625211,0
Georgia,Ohio,0.325571,0.320114,0.173793
Tennessee,Ohio,0.222829,0.196003,0.0890703
Massachusetts,Ohio,0.0951924,0.154579,0.265726
Montana,Ohio,0.0875365,0.017989,0.0006661
West Virginia,Ohio,0.0090319,0.0049684,0.0030237
District of Columbia,Ohio,0.004342,0.0066092,0.0106395
Colorado,Ohio,0.250228,0.252212,0.296262
Texas,Ohio,2.04809,2.04809,2.04809
Iowa,Ohio,0.96807,0.884028,0.784976
Michigan,Ohio,0.0379529,0.0403602,0.0530957
New Jersey,Ohio,0.103691,0.171881,0.315989
North Dakota,Ohio,0.13502,0.0411329,0.0352579
South Dakota,Ohio,1.5488,1.5488,1.5488
Hawaii,Ohio,0.0950765,0.0106173,0.0056142
Virginia,Ohio,0.0787043,0.0849379,0.0876502
Kansas,Ohio,0.277679,0.204184,0.148024
Indiana,Ohio,0.0918313,0.078005,0.0465079
Wyoming,Ohio,0.0225944,0.0066465,0.0045446
Mississippi,Ohio,0.246595,0.265087,0.143359
New York,Ohio,0.261318,0.456686,0.848176
Nevada,Ohio,0.280436,0.292863,0.105711
California,Ohio,3.16623,3.6022999,4.09831
Florida,Ohio,0.983483,1.23014,0.391525
New Hampshire,Ohio,0.0066348,0.0086854,0.0145284
Wisconsin,Ohio,0.209236,0.118141,0.0798161
Minnesota,Ohio,0.339535,0.287211,0.275574
Louisiana,Ohio,0.358209,0.478213,0.339964
Oklahoma,Ohio,0.325148,0.210676,0.0748623
Nebraska,Ohio,0.713862,0.705707,0.77524
Oregon,Ohio,0.159303,0.142569,0.0650282
Pennsylvania,Ohio,0.119353,0.144694,0.196638
Arizona,Ohio,0.738393,1.13222,0.263876
Rhode Island,Ohio,0.0264562,0.033978,0.057652
Maine,Ohio,0.004186,0.0052925,0.0081225
Washington,Ohio,0.341798,0.38732,0.312306
Utah,Ohio,0.480743,0.383993,0.190742
Missouri,Ohio,0.172841,0.103015,0.0550043
Alaska,North Carolina,0.172813,0.069191,0
Georgia,North Carolina,0.131558,0.129353,0.070227
Tennessee,North Carolina,0.161552,0.142103,0.0645762
Massachusetts,North Carolina,0.123896,0.201191,0.345853
Montana,North Carolina,0.101749,0.0209098,0.0007742
Ohio,North Carolina,0.168278,0.159891,0.129175
West Virginia,North Carolina,0.0094926,0.0052218,0.0031779
Kentucky,North Carolina,0.0773778,0.0494733,0.0327223
District of Columbia,North Carolina,0.0046564,0.0070878,0.01141
Colorado,North Carolina,0.278624,0.280833,0.329881
Texas,North Carolina,1.86927,1.86927,1.86927
Iowa,North Carolina,1.29317,1.1809,1.0485899
Michigan,North Carolina,0.201152,0.213911,0.281409
New Jersey,North Carolina,0.136697,0.226593,0.416573
North Dakota,North Carolina,0.187086,0.0569947,0.0488541
South Dakota,North Carolina,2.0483699,2.0483699,2.0483699
Hawaii,North Carolina,0.0975953,0.0108986,0.0057629
Virginia,North Carolina,0.0882481,0.0952376,0.0982788
Kansas,North Carolina,0.297082,0.218452,0.158367
Indiana,North Carolina,0.151057,0.128314,0.076503
Wyoming,North Carolina,0.0257862,0.0075854,0.0051866
Mississippi,North Carolina,0.177501,0.190812,0.103191
New York,North Carolina,0.335278,0.58594,1.08823
Nevada,North Carolina,0.294157,0.307192,0.110883
California,North Carolina,3.27438,3.7253499,4.2382998
Florida,North Carolina,0.512678,0.641258,0.204097
New Hampshire,North Carolina,0.0090427,0.0118374,0.019801
Wisconsin,North Carolina,0.418819,0.236477,0.159764
Minnesota,North Carolina,0.509605,0.431072,0.413606
Louisiana,North Carolina,0.252838,0.337541,0.23996
Oklahoma,North Carolina,0.321335,0.208205,0.0739844
Nebraska,North Carolina,0.896039,0.885804,0.973082
Illinois,North Carolina,0.553211,0.544916,0.754896
Oregon,North Carolina,0.177232,0.158614,0.0723469
Pennsylvania,North Carolina,0.148461,0.179982,0.244594
Arizona,North Carolina,0.752863,1.15441,0.269047
Rhode Island,North Carolina,0.0336812,0.0432572,0.0733963
Maine,North Carolina,0.0056201,0.0071057,0.0109053
Washington,North Carolina,0.384284,0.435465,0.351126
Utah,North Carolina,0.529975,0.423316,0.210275
Missouri,North Carolina,0.204129,0.121663,0.064961
Georgia,West Virginia,0.212693,0.209128,0.113538
Connecticut,West Virginia,0.0453689,0.0698081,0.124525
Alabama,West Virginia,0.174052,0.173285,0.0725183
Tennessee,West Virginia,0.157962,0.138945,0.0631411
Maryland,West Virginia,0.0416159,0.0547423,0.0686158
Ohio,West Virginia,0.0821534,0.078059,0.0630631
North Carolina,West Virginia,0.0923584,0.0901043,0.0434887
Kentucky,West Virginia,0.0394474,0.0252216,0.0166819
District of Columbia,West Virginia,0.0034621,0.0052699,0.0084835
Texas,West Virginia,1.89203,1.89203,1.89203
Michigan,West Virginia,0.112838,0.119995,0.157859
New Jersey,West Virginia,0.10982,0.182041,0.334667
South Dakota,West Virginia,1.73812,1.73812,1.73812
Virginia,West Virginia,0.0616596,0.0665433,0.0686682
Indiana,West Virginia,0.0943997,0.0801866,0.0478087
New York,West Virginia,0.274348,0.479457,0.890466
Nevada,West Virginia,0.283551,0.296116,0.106885
Arkansas,West Virginia,0.188614,0.158033,0.0538006
Florida,West Virginia,0.752307,0.940985,0.299493
New Hampshire,West Virginia,0.0075597,0.0098961,0.0165537
Wisconsin,West Virginia,0.293242,0.165573,0.111861
Illinois,West Virginia,0.382573,0.376837,0.522048
Pennsylvania,West Virginia,0.11709,0.141951,0.19291
Rhode Island,West Virginia,0.0287478,0.0369212,0.0626457
Missouri,West Virginia,0.168249,0.100278,0.0535429
Alaska,Kentucky,0.15658,0.0626913,0
Georgia,Kentucky,0.219498,0.215819,0.11717
Tennessee,Kentucky,0.11454,0.10075,0.0457844
Massachusetts,Kentucky,0.127247,0.206631,0.355205
Montana,Kentucky,0.0834609,0.0171515,0.0006351
Ohio,Kentucky,0.0856713,0.0814017,0.0657636
West Virginia,Kentucky,0.0072931,0.0040119,0.0024415
District of Columbia,Kentucky,0.0057211,0.0087085,0.0140189
Colorado,Kentucky,0.222506,0.22427,0.263439
Texas,Kentucky,1.62623,1.62623,1.62623
Iowa,Kentucky,0.79853,0.729205,0.647501
Michigan,Kentucky,0.0920413,0.0978794,0.128765
New Jersey,Kentucky,0.145963,0.241953,0.444812
North Dakota,Kentucky,0.132864,0.0404763,0.034695
South Dakota,Kentucky,1.4037499,1.4037499,1.4037499
Hawaii,Kentucky,0.0924245,0.0103212,0.0054576
Virginia,Kentucky,0.105302,0.113642,0.117271
Kansas,Kentucky,0.222667,0.163733,0.118699
Indiana,Kentucky,0.0346082,0.0293975,0.0175273
Mississippi,Kentucky,0.176771,0.190026,0.102766
New York,Kentucky,0.361992,0.632627,1.17494
Nevada,Kentucky,0.257637,0.269054,0.0971173
California,Kentucky,2.9276099,3.3308301,3.7894499
Florida,Kentucky,0.830188,1.0384001,0.330498
New Hampshire,Kentucky,0.0090322,0.0118237,0.0197781
Wisconsin,Kentucky,0.204411,0.115417,0.0779755
Minnesota,Kentucky,0.326408,0.276106,0.264919
Louisiana,Kentucky,0.273783,0.365503,0.259838
Oklahoma,Kentucky,0.258597,0.167555,0.0595396
Nebraska,Kentucky,0.600562,0.593702,0.652199
Oregon,Kentucky,0.153514,0.137387,0.062665
Pennsylvania,Kentucky,0.166312,0.201623,0.274004
Arizona,Kentucky,0.666161,1.0214601,0.238063
Rhode Island,Kentucky,0.0353451,0.0453942,0.0770222
Maine,Kentucky,0.0055734,0.0070466,0.0108146
Washington,Kentucky,0.331541,0.375697,0.302934
Utah,Kentucky,0.444758,0.355249,0.176464
Missouri,Kentucky,0.108916,0.064915,0.0346609
Alaska,District of Columbia,0.17103,0.0684772,0
West Virginia,District of Columbia,0.0104996,0.0057758,0.003515
Virginia,District of Columbia,0.0063623,0.0068662,0.0070855
Kansas,District of Columbia,0.353319,0.259805,0.188346
Oklahoma,District of Columbia,0.395647,0.256355,0.091094
Rhode Island,District of Columbia,0.0175479,0.022537,0.0382395
Washington,District of Columbia,0.393346,0.445734,0.359406
Utah,District of Columbia,0.568067,0.453743,0.225389
Alaska,Colorado,0.11901,0.0476493,0
Georgia,Colorado,0.693945,0.682315,0.370435
Tennessee,Colorado,0.498245,0.438261,0.199161
Massachusetts,Colorado,0.296782,0.481934,0.828458
Montana,Colorado,0.0308705,0.006344,0.0002349
District of Columbia,Colorado,0.0205507,0.0312815,0.0503568
Iowa,Colorado,0.930726,0.849926,0.754695
Michigan,Colorado,0.444921,0.473142,0.622439
New Jersey,Colorado,0.411679,0.682412,1.25456
North Dakota,Colorado,0.101781,0.0310069,0.0265781
South Dakota,Colorado,0.969706,0.969706,0.969706
Hawaii,Colorado,0.0702526,0.0078452,0.0041483
Virginia,Colorado,0.394241,0.425466,0.439052
Kansas,Colorado,0.133879,0.0984449,0.071368
Indiana,Colorado,0.341682,0.290238,0.173045
Wyoming,Colorado,0.0062425,0.0018363,0.0012556
Mississippi,Colorado,0.305753,0.328681,0.17775
New York,Colorado,0.999501,1.74675,3.2441399
Nevada,Colorado,0.0967385,0.101025,0.0364659
California,Colorado,1.33277,1.51633,1.7251101
Florida,Colorado,1.6816601,2.10342,0.669469
New Hampshire,Colorado,0.021064,0.027574,0.0461244
Wisconsin,Colorado,0.570805,0.322293,0.217742
Minnesota,Colorado,0.371361,0.314132,0.301404
Louisiana,Colorado,0.4126,0.550826,0.391585
Oklahoma,Colorado,0.170353,0.110378,0.0392222
Nebraska,Colorado,0.462049,0.456771,0.501776
Oregon,Colorado,0.0770568,0.0689622,0.031455
Pennsylvania,Colorado,0.511158,0.619685,0.842147
Arizona,Colorado,0.257754,0.395228,0.0921123
Rhode Island,Colorado,0.0850585,0.109242,0.185355
Washington,Colorado,0.172789,0.195802,0.15788
Utah,Colorado,0.119923,0.0957885,0.0475813
Missouri,Colorado,0.272222,0.162247,0.0866309
Alaska,Texas,0.150126,0.0601075,0
Georgia,Texas,0.423226,0.416133,0.225922
Tennessee,Texas,0.310995,0.273554,0.124312
Massachusetts,Texas,0.264567,0.42962,0.73853
Montana,Texas,0.068495,0.0140759,0.0005212
West Virginia,Texas,0.0400753,0.0220453,0.0134161
District of Columbia,Texas,0.0166349,0.025321,0.0407615
Colorado,Texas,0.134819,0.135888,0.159621
Iowa,Texas,1.00041,0.913556,0.811195
Michigan,Texas,0.393274,0.418219,0.550185
New Jersey,Texas,0.352686,0.584623,1.07478
North Dakota,Texas,0.157921,0.0481097,0.0412382
South Dakota,Texas,1.49523,1.49523,1.49523
Hawaii,Texas,0.0792653,0.0088517,0.0046805
Virginia,Texas,0.318785,0.344034,0.35502
Kansas,Texas,0.106414,0.0782491,0.0567269
Indiana,Texas,0.268137,0.227765,0.135798
Wyoming,Texas,0.0161074,0.0047382,0.0032398
Mississippi,Texas,0.12878,0.138437,0.0748668
New York,Texas,0.856798,1.49736,2.7809601
Nevada,Texas,0.162289,0.169481,0.0611754
California,Texas,1.9056799,2.1681499,2.46668
Florida,Texas,1.07226,1.34118,0.426865
New Hampshire,Texas,0.0189382,0.0247913,0.0414695
Wisconsin,Texas,0.548813,0.309876,0.209352
Minnesota,Texas,0.469647,0.397272,0.381175
Louisiana,Texas,0.173753,0.231962,0.164903
Oklahoma,Texas,0.0607784,0.0393807,0.0139936
Nebraska,Texas,0.579974,0.573349,0.629841
Oregon,Texas,0.125677,0.112475,0.0513019
Pennsylvania,Texas,0.428393,0.519347,0.705789
Arizona,Texas,0.36898,0.565778,0.131861
Rhode Island,Texas,0.0749665,0.0962805,0.163363
Maine,Texas,0.0111641,0.0141151,0.0216627
Washington,Texas,0.280075,0.317377,0.255909
Utah,Texas,0.304777,0.24344,0.120924
Missouri,Texas,0.196505,0.117119,0.062535
Georgia,Iowa,0.433217,0.425956,0.231255
Tennessee,Iowa,0.262718,0.231089,0.105015
Massachusetts,Iowa,0.197207,0.320236,0.550496
Montana,Iowa,0.0540861,0.0111149,0.0004115
West Virginia,Iowa,0.0286155,0.0157413,0.0095797
District of Columbia,Iowa,0.01251,0.0190423,0.0306542
Michigan,Iowa,0.211511,0.224927,0.295901
New Jersey,Iowa,0.260939,0.432541,0.795191
North Dakota,Iowa,0.0655461,0.0199682,0.0171161
South Dakota,Iowa,0.424847,0.424847,0.424847
Virginia,Iowa,0.237486,0.256296,0.26448
Kansas,Iowa,0.10793,0.0793638,0.057535
Indiana,Iowa,0.142721,0.121233,0.072281
Wyoming,Iowa,0.0134869,0.0039674,0.0027127
Mississippi,Iowa,0.212929,0.228897,0.123787
New York,Iowa,0.638215,1.11536,2.07149
Nevada,Iowa,0.186979,0.195264,0.0704823
California,Iowa,2.23365,2.54129,2.8912001
Florida,Iowa,1.24676,1.55945,0.496335
New Hampshire,Iowa,0.0139034,0.0182003,0.0304445
Wisconsin,Iowa,0.19865,0.112163,0.0757776
Minnesota,Iowa,0.127791,0.108098,0.103718
Louisiana,Iowa,0.320533,0.427916,0.304207
Oklahoma,Iowa,0.164393,0.106516,0.0378499
Nebraska,Iowa,0.114494,0.113186,0.124338
Oregon,Iowa,0.11441,0.102391,0.0467026
Pennsylvania,Iowa,0.319271,0.387057,0.526008
Arizona,Iowa,0.489597,0.750726,0.174965
Rhode Island,Iowa,0.0562306,0.0722178,0.122535
Maine,Iowa,0.0082282,0.0104032,0.015966
Washington,Iowa,0.247292,0.280227,0.225954
Utah,Iowa,0.293075,0.234093,0.116281
Missouri,Iowa,0.0927064,0.055254,0.0295025
Alaska,Michigan,0.151557,0.0606802,0
Georgia,Michigan,0.34925,0.343397,0.186433
Tennessee,Michigan,0.227581,0.200182,0.0909694
Massachusetts,Michigan,0.107012,0.173773,0.298721
Montana,Michigan,0.0821732,0.0168869,0.0006253
West Virginia,Michigan,0.0120435,0.0066251,0.0040318
District of Columbia,Michigan,0.0056767,0.0086408,0.01391
New Jersey,Michigan,0.125322,0.207737,0.381908
North Dakota,Michigan,0.119658,0.036453,0.0312464
South Dakota,Michigan,1.3713599,1.3713599,1.3713599
Hawaii,Michigan,0.0933516,0.0104247,0.0055123
Virginia,Michigan,0.104738,0.113033,0.116643
Kansas,Michigan,0.258744,0.190261,0.13793
Indiana,Michigan,0.0815881,0.069304,0.0413203
Wyoming,Michigan,0.0212417,0.0062486,0.0042725
Mississippi,Michigan,0.247544,0.266106,0.14391
New York,Michigan,0.313113,0.547205,1.0162899
Nevada,Michigan,0.268967,0.280886,0.101388
California,Michigan,3.0541401,3.4747801,3.9532299
Florida,Michigan,1.05106,1.31466,0.418426
New Hampshire,Michigan,0.0074284,0.0097242,0.0162661
Wisconsin,Michigan,0.151307,0.0854322,0.057718
Minnesota,Michigan,0.28841,0.243964,0.234079
Louisiana,Michigan,0.362144,0.483466,0.343698
Oklahoma,Michigan,0.308943,0.200176,0.0711312
Nebraska,Michigan,0.63694,0.629664,0.691705
Oregon,Michigan,0.152189,0.136202,0.0621244
Pennsylvania,Michigan,0.149155,0.180823,0.245738
Arizona,Michigan,0.710588,1.0895801,0.25394
Rhode Island,Michigan,0.0301122,0.0386735,0.065619
Maine,Michigan,0.0045982,0.0058137,0.0089223
Washington,Michigan,0.326129,0.369564,0.297989
Utah,Michigan,0.45519,0.363582,0.180603
Missouri,Michigan,0.156531,0.0932941,0.0498138
Alaska,New Jersey,0.171936,0.0688396,0
West Virginia,New Jersey,0.0180961,0.0099546,0.0060581
District of Columbia,New Jersey,0.0027859,0.0042406,0.0068266
Virginia,New Jersey,0.0579864,0.0625791,0.0645774
